word,examples,word_audio,word_search,word_translation,example_translation
"der Kontakt, -e",['Ich habe wenig Kontakt zu meinen Kollegen.'],der Kontakt,Kontakt,['Свържете се с'],['Имам малко контакти с колегите си.']
"das Konto, Konten","['Ich möchte ein Konto eröffnen.', 'Das Geld überweisen wir am', 'März auf Ihr Konto.']",das Konto,Konto,['сметка'],"['Искам да си отворя сметка.', 'Ще преведем парите на', 'март по вашата сметка.']"
"das Girokonto, -en",['Mein Girokonto kostet gar nichts.'],das Girokonto,Girokonto,['Текуща сметка'],['Разплащателната ми сметка не струва нищо.']
"kontrollieren, kontrolliert, kontrollierte, hat kontrolliert",['Beim Auto müssen Sie regelmäßig das Öl kontrollieren.'],kontrollieren,kontrollieren,['управление'],['Трябва редовно да проверявате маслото в автомобила си.']
"die Kontrolle, -n","['An den Grenzen gibt es kaum noch Kontrollen.', 'Fahrkartenkontrolle! Bitte Ihre Fahrkarten!']",die Kontrolle,Kontrolle,['Контрол'],"['На границите не се осъществява почти никакъв контрол.', 'Проверка на билетите! Билетите ви, моля!']"
"sich konzentrieren, konzentriert sich, konzentrierte sich, hat sich konzentriert",['Bitte stör mich jetzt nicht. Ich muss mich auf meine Arbeit konzentrieren.'],sich konzentrieren,konzentrieren,['концентрат'],"['Моля, не ме безпокойте сега. Трябва да се концентрирам върху работата си.']"
"das Konzert, -e",['Für das Konzert am Sonntag gibt es noch Karten.'],das Konzert,Konzert,['концерт'],['Все още има билети за концерта в неделя.']
"der Kopf, ¨-e","['Ich habe Kopfschmerzen.', 'Michael kann gut im Kopf rechnen.']",der Kopf,Kopf,['Глава'],"['Имам главоболие.', 'Майкъл може да се справя добре с математиката в главата си.']"
kopieren,"['Kann ich mir diesen Artikel kopieren?', 'Ich kopiere dir die Datei auf die Speicherkarte.', 'Ich kann dir die CD kopieren.']",kopieren,kopieren,['копие'],"['Мога ли да копирам тази статия?', 'Ще копирам файла на вашата карта с памет.', 'Мога да копирам компактдиска за вас.']"
"die Kopie, -n",['Machst du mir bitte eine Kopie?'],die Kopie,Kopie,['копие'],"['Можете ли да ми направите копие, моля?']"
"der Kopierer, -",['Der Kopierer ist schon wieder kaputt.'],der Kopierer,Kopierer,['Копирна машина'],['Ксероксът отново е повреден.']
"der Körper, -","['Der Arzt sagt, ich muss etwas für meinen Körper tun, z. B. schwimmen oder Fahrrad fahren.']",der Körper,Körper,['тяло'],"['Лекарят ми каза, че трябва да правя нещо за тялото си, например да плувам или да карам колело.']"
körperlich,['Körperliche Arbeit macht mir nichts aus.'],körperlich,körperlich,['Физически'],['Нямам нищо против физическия труд.']
korrekt,['Ich habe die Rechnung geprüft. Alles ist korrekt.'],korrekt,korrekt,['правилно'],['Проверих фактурата. Всичко е правилно.']
"der Korridor, -e (D, CH) → Gang; D: Flur",['Wir warten draußen im Korridor.'],der Korridor,Korridor,['Коридор'],['Чакаме отвън в коридора.']
"korrigieren, korrigiert, korrigierte, hat korrigiert","['Können Sie bitte meinen Brief korrigieren?', 'Der Lehrer hat meine Fehler korrigiert.']",korrigieren,korrigieren,['правилно'],"['Можете ли да поправите писмото ми?', 'Учителят поправи грешките ми.']"
"kosten, kostet, kostete, hat gekostet","['Wie viel kostet das T-Shirt? – 15 Euro.', 'Eine Wohnung zu finden, kostet viel Zeit.']",kosten,kosten,['разходи'],"['Колко струва тениската? - 15 евро.', 'Намирането на квартира отнема много време.']"
die Kosten (Pl.),['Die Kosten für die Reise bekomme ich von der Firma.'],die Kosten,Kosten,['Разходи'],['Получавам разходите за пътуването от компанията.']
kostenlos,['Diese Zeitschrift kostet nichts. Sie ist kostenlos.'],kostenlos,kostenlos,['безплатно'],['Това списание не струва нищо. То е безплатно.']
"kosten, kostet, kostete, hat gekostet (A) → D, CH:",['Möchten Sie den Käse mal kosten?'],kosten,kosten,['разходи'],['Искате ли да опитате сиренето?']
"das Kostüm, -e",['In dem Film tragen die Leute bunte Kostüme.'],das Kostüm,Kostüm,['Костюм'],['Във филма хората носят пъстри костюми.']
"die Kraft, ¨-e",['Für diese Arbeit braucht man viel Kraft.'],die Kraft,Kraft,['Захранване'],['За тази работа се нуждаете от много сила.']
kräftig,"['Der Mann ist kräftig. Er macht viel Sport und isst viel.', 'Die Suppe musst du kräftig würzen.']",kräftig,kräftig,['мощен'],"['Мъжът е силен. Той спортува много и се храни много.', 'Трябва да подправите супата.']"
"das Kraftfahrzeug, -e",['Auf dieser Straße sind Kraftfahrzeuge nicht erlaubt.'],das Kraftfahrzeug,Kraftfahrzeug,['Моторно превозно средство'],['По този път не е разрешено движението на моторни превозни средства.']
"das Kraftwerk, -e",['Die Menschen protestieren gegen das Kraftwerk.'],das Kraftwerk,Kraftwerk,['Електроцентрала'],['Хората протестират срещу електроцентралата.']
krank,"['Ich war zwei Wochen krank.', 'Ich muss mich um meine kranke Großmutter kümmern.']",krank,krank,['болен'],"['Боледувах в продължение на две седмици.', 'Трябва да се грижа за болната си баба.']"
"der Kranke, -n","['Kranke brauchen viel Ruhe. die Kranke, -n']",der Kranke,Kranke,['Болен'],"['Болните се нуждаят от много почивка. the sick, -n']"
"das Krankenhaus, ¨-er",['Er hat sich verletzt und musste ins Krankenhaus.'],das Krankenhaus,Krankenhaus,['Болница'],['Той се наранил и трябвало да отиде в болница.']
"die Krankenkasse, -n",['Die Krankenkasse bezahlt die Medikamente.'],die Krankenkasse,Krankenkasse,['Здравноосигурителна каса'],['Здравноосигурителната каса заплаща лекарствата.']
"der Krankenpfleger, -",['Mein Bruder arbeitet als Krankenpfleger im Krankenhaus.'],der Krankenpfleger,Krankenpfleger,['Медицинска сестра'],['Брат ми работи като медицинска сестра в болница.']
"die Krankenschwester, -n",['Meine Cousine möchte gern Krankenschwester werden.'],die Krankenschwester,Krankenschwester,['Медицинска сестра'],['Братовчедка ми би искала да стане медицинска сестра.']
"der Krankenwagen, -",['Wir mussten einen Krankenwagen rufen.'],der Krankenwagen,Krankenwagen,['Бърза помощ'],['Трябваше да извикаме линейка.']
"die Krankheit, -en","['Gegen welche Krankheiten sollte ich mich impfen lassen?', 'Was für eine Krankheit hat Herr Brandner?']",die Krankheit,Krankheit,['Заболяване'],"['Срещу кои заболявания трябва да се ваксинирам?', 'Каква болест има г-н Бранднер?']"
kreativ,"['Die Kinder sind beim Basteln sehr kreativ.', 'Wir brauchen eine kreative Lösung für dieses Problem.']",kreativ,kreativ,['творчески'],"['Децата са много креативни, когато правят занаяти.', 'Имаме нужда от творческо решение на този проблем.']"
"der Kredit, -e","['Ich habe den Wagen auf Kredit gekauft.', 'Wir haben von der Bank einen Kredit bekommen.']",der Kredit,Kredit,['Кредит'],"['Закупих автомобила на кредит.', 'Получихме заем от банката.']"
"die Kreditkarte, -n",['Kann ich mit Kreditkarte zahlen?'],die Kreditkarte,Kreditkarte,['Кредитна карта'],['Мога ли да платя с кредитна карта?']
"der Kreis, -e","['Die Kinder sitzen im Kindergarten im Kreis.', 'Bitte malt jetzt alle einen Kreis in euer Heft.', 'Unser Ort gehört zum Kreis Neuss.']",der Kreis,Kreis,['Кръг'],"['Децата седят в кръг в детската градина.', 'Моля, нарисувайте кръг в тетрадката си.', 'Нашият град е част от окръг Нойс.']"
"das Kreuz, -e",['Was bedeutet dieses Kreuz hier?'],das Kreuz,Kreuz,['Кръст'],['Какво означава този кръст тук?']
"die Kreuzung, -en",['Fahren Sie an der nächsten Kreuzung rechts.'],die Kreuzung,Kreuzung,['Преминаване'],['На следващото кръстовище завийте надясно.']
"der Krieg, -e","['Es herrscht noch immer Krieg in diesem Land.', 'Der Lehrer spricht über den Zweiten Weltkrieg.']",der Krieg,Krieg,['Война'],"['В тази страна все още има война.', 'Учителят разказва за Втората световна война.']"
"kriegen, kriegt, kriegte, hat gekriegt","['Haben Sie meinen Brief gekriegt?', 'Was kriegen Sie? – Ein Schwarzbrot, bitte.']",kriegen,kriegen,['да получите'],"['Получихте ли писмото ми?', 'Какво ще получиш? - Един хляб, моля.']"
die Kriminalpolizei,['Ein Nachbar von uns arbeitet bei der Kriminalpolizei.'],die Kriminalpolizei,Kriminalpolizei,['Отдел за криминални разследвания'],['Един наш съсед работи в отдела за криминално разследване.']
"der Krimi, -s",['Heute Abend kommt ein spannender Krimi im Fernsehen.'],der Krimi,Krimi,['Трилър'],['Тази вечер по телевизията има вълнуващ трилър.']
"die Krise, -n",['Die Wirtschaft steckt in einer schweren Krise.'],die Krise,Krise,['Криза'],['Икономиката се намира в сериозна криза.']
